,KEY,lot_item_code,lot_cost,lot_date,lot_count,lot_po,lot_count
INM1012|43272,INM1012|310818-B|3.49,INM1012,3.49,2018-06-21,2,310818-B,2
INM1032|43431,INM1032|337864-A|3.5,INM1032,3.5,2018-11-27,4,337864-A,4
INM1045|43220,INM1045|299520|7.99,INM1045,7.99,2018-04-30,1,299520,1
INM1054-G|43526,INM1054-G|354319|4.5,INM1054-G,4.5,2019-03-02,2,354319,2
INM1057-G|43526,INM1057-G|354319|4.5,INM1057-G,4.5,2019-03-02,1,354319,1
INM1064|43339,INM1064|321426|5,INM1064,5,2018-08-27,1,321426,1
INM1066|43272,INM1066|310818-B|3.49,INM1066,3.49,2018-06-21,1,310818-B,1
INM1158|43522,INM1158|352283|0,INM1158,0,2019-02-26,3,352283,3
INM1158|43339,INM1158|321426|5,INM1158,5,2018-08-27,1,321426,1
INM6000|43220,INM6000|299520|0,INM6000,0,2018-04-30,1,299520,1
INM6000|43339,INM6000|321426|5,INM6000,5,2018-08-27,1,321426,1
INM6000|43431,INM6000|337786|5,INM6000,5,2018-11-27,1,337786,1
INM6001|43272,INM6001|310818-C|4.79,INM6001,4.79,2018-06-21,1,310818-C,1
INM6001|43339,INM6001|321426|5,INM6001,5,2018-08-27,2,321426,2
INM6001|43363,INM6001|324804|5,INM6001,5,2018-09-20,1,324804,1
INM6001|43220,INM6001|299520|7.99,INM6001,7.99,2018-04-30,1,299520,1
INM6003|43220,INM6003|299520|7.99,INM6003,7.99,2018-04-30,1,299520,1
INM6004|43446,INM6004|341236|5,INM6004,5,2018-12-12,4,341236,4
INM6005|43339,INM6005|321426|5,INM6005,5,2018-08-27,1,321426,1
INM6005|43220,INM6005|299520|7.99,INM6005,7.99,2018-04-30,1,299520,1
INM6007|43431,INM6007|337864-B|3.5,INM6007,3.5,2018-11-27,1,337864-B,1
INM6008|43431,INM6008|337864-B|3.5,INM6008,3.5,2018-11-27,1,337864-B,1
INM6009|43431,INM6009|337786|5,INM6009,5,2018-11-27,1,337786,1
INM6009|43446,INM6009|341236|5,INM6009,5,2018-12-12,1,341236,1
INM6010|43431,INM6010|337864-B|3.5,INM6010,3.5,2018-11-27,1,337864-B,1
INM6010|43339,INM6010|321426|5,INM6010,5,2018-08-27,1,321426,1
INM6012|43339,INM6012|321426|5,INM6012,5,2018-08-27,1,321426,1
INM6013|43339,INM6013|321426|5,INM6013,5,2018-08-27,1,321426,1
INMJS7-G|43526,INMJS7-G|354319|4.5,INMJS7-G,4.5,2019-03-02,1,354319,1
INMMC1|43431,INMMC1|337864-A|3.5,INMMC1,3.5,2018-11-27,1,337864-A,1
INMMC1-G|43431,INMMC1-G|337864-A|3.5,INMMC1-G,3.5,2018-11-27,2,337864-A,2
INMSF10|43460,INMSF10|343538-Rest|1.75,INMSF10,1.75,2018-12-26,10,343538-Rest,10
INMSF11|43460,INMSF11|343538-Rest|1.75,INMSF11,1.75,2018-12-26,10,343538-Rest,10
INMSF11|43465,INMSF11|344612|2.5,INMSF11,2.5,2018-12-31,4,344612,4
INMSF12|43460,INMSF12|343538-Rest|1.75,INMSF12,1.75,2018-12-26,10,343538-Rest,10
INMSF12|43465,INMSF12|344612|2.5,INMSF12,2.5,2018-12-31,4,344612,4
INMSF13|43460,INMSF13|343538-Rest|1.75,INMSF13,1.75,2018-12-26,5,343538-Rest,5
INMSF15|43460,INMSF15|343538-Rest|1.75,INMSF15,1.75,2018-12-26,15,343538-Rest,15
INMSF15|43465,INMSF15|344612|2.5,INMSF15,2.5,2018-12-31,1,344612,1
INMSF16|43460,INMSF16|343538-Rest|1.75,INMSF16,1.75,2018-12-26,10,343538-Rest,10
INMSF16|43465,INMSF16|344612|2.5,INMSF16,2.5,2018-12-31,2,344612,2
INMSF17|43430,INMSF17|337141|2,INMSF17,2,2018-11-26,5,337141,5
INMSF17|43430,INMSF17|337150|2,INMSF17,2,2018-11-26,2,337150,2
INMSF18|43460,INMSF18|343538-Rest|1.75,INMSF18,1.75,2018-12-26,5,343538-Rest,5
INMSF5|43339,INMSF5|321426|5,INMSF5,5,2018-08-27,1,321426,1
INMSF6|43339,INMSF6|321426|5,INMSF6,5,2018-08-27,2,321426,2
INMSF7|43406,INMSF7|332103|2.25,INMSF7,2.25,2018-11-02,2,332103,2
INMSF7|43406,INMSF7|332107|2.25,INMSF7,2.25,2018-11-02,2,332107,2
INMSF7|43339,INMSF7|321426|5,INMSF7,5,2018-08-27,1,321426,1
INMSF9|43460,INMSF9|343538-Rest|1.75,INMSF9,1.75,2018-12-26,10,343538-Rest,10
INMSF9|43465,INMSF9|344612|2.5,INMSF9,2.5,2018-12-31,4,344612,4
INS1023|43160,INS1023|285687-B|2,INS1023,2,2018-03-01,1,285687-B,1
INS1023|43160,INS1023|285687-B|2,INS1023,2,2018-03-01,1,285687-B,1
INS1026|43146,INS1026|282441|4,INS1026,4,2018-02-15,5,282441,5
INS1029|43182,INS1029|290600-A|4,INS1029,4,2018-03-23,2,290600-A,2
INS1030|43146,INS1030|282448|5.99,INS1030,5.99,2018-02-15,1,282448,1
INS1038|43163,INS1038|286266-B|5.99,INS1038,5.99,2018-03-04,1,286266-B,1
INS1040|43160,INS1040|285687-B|2,INS1040,2,2018-03-01,1,285687-B,1
INS1042|43160,INS1042|285687-B|2,INS1042,2,2018-03-01,1,285687-B,1
INS1043|43160,INS1043|285687-B|2,INS1043,2,2018-03-01,1,285687-B,1
INS1044|43160,INS1044|285687-B|2,INS1044,2,2018-03-01,1,285687-B,1
INS1045|43160,INS1045|285687-B|2,INS1045,2,2018-03-01,1,285687-B,1
INS1045|43182,INS1045|290600-A|2,INS1045,2,2018-03-23,1,290600-A,1
INS1047|43160,INS1047|285687-B|2,INS1047,2,2018-03-01,1,285687-B,1
INS1053|43115,INS1053|276456|5.99,INS1053,5.99,2018-01-15,2,276456,2
INS1054|43115,INS1054|276456|5.99,INS1054,5.99,2018-01-15,3,276456,3
INS1055|43115,INS1055|276456|5.99,INS1055,5.99,2018-01-15,3,276456,3
INS1057|43160,INS1057|285687-B|2,INS1057,2,2018-03-01,1,285687-B,1
INS1060|43146,INS1060|282444|5.99,INS1060,5.99,2018-02-15,2,282444,2
INS1062|43146,INS1062|282448|6.79,INS1062,6.79,2018-02-15,1,282448,1
INS1063|43146,INS1063|282448|5.99,INS1063,5.99,2018-02-15,1,282448,1
INS1063|43160,INS1063|285687-B|5.99,INS1063,5.99,2018-03-01,3,285687-B,3
INS1064|43146,INS1064|282448|6.79,INS1064,6.79,2018-02-15,1,282448,1
INS1064|43160,INS1064|285687-B|6.79,INS1064,6.79,2018-03-01,2,285687-B,2
INS1072|43148,INS1072|282954|5.99,INS1072,5.99,2018-02-17,1,282954,1
INS1072|43150,INS1072|283256|5.99,INS1072,5.99,2018-02-19,1,283256,1
INS1072|43163,INS1072|286266-B|5.99,INS1072,5.99,2018-03-04,1,286266-B,1
INS1078|43160,INS1078|285687-B|2,INS1078,2,2018-03-01,1,285687-B,1
INS1078|43163,INS1078|286266-B|2,INS1078,2,2018-03-04,6,286266-B,6
INS1078|43178,INS1078|289713|2,INS1078,2,2018-03-19,4,289713,4
INS1091|43146,INS1091|282448|6.79,INS1091,6.79,2018-02-15,1,282448,1
INS1092|43146,INS1092|282448|6.79,INS1092,6.79,2018-02-15,1,282448,1
INS1106|43146,INS1106|282448|6.79,INS1106,6.79,2018-02-15,5,282448,5
INS1107|43146,INS1107|282448|5.99,INS1107,5.99,2018-02-15,5,282448,5
INS1107|43160,INS1107|285687-B|5.99,INS1107,5.99,2018-03-01,5,285687-B,5
INS1140|43160,INS1140|285687-B|2,INS1140,2,2018-03-01,10,285687-B,10
INS1140|43163,INS1140|286266-B|2,INS1140,2,2018-03-04,10,286266-B,10
INS1149|43160,INS1149|285687-B|2,INS1149,2,2018-03-01,1,285687-B,1
INS1149|43163,INS1149|286266-B|2,INS1149,2,2018-03-04,1,286266-B,1
INS1188|43160,INS1188|285687-C|2,INS1188,2,2018-03-01,1,285687-C,1
INS1188|43163,INS1188|286266-B|2,INS1188,2,2018-03-04,1,286266-B,1
INS1209|43160,INS1209|285687-B|5.99,INS1209,5.99,2018-03-01,1,285687-B,1
INS1223|43146,INS1223|282441|4,INS1223,4,2018-02-15,4,282441,4
INS1225|43146,INS1225|282441|4,INS1225,4,2018-02-15,4,282441,4
INS1240|43146,INS1240|282448|5.99,INS1240,5.99,2018-02-15,1,282448,1
INS1249|43148,INS1249|282954|6.79,INS1249,6.79,2018-02-17,1,282954,1
INS1249|43150,INS1249|283256|6.79,INS1249,6.79,2018-02-19,1,283256,1
INS1249|43150,INS1249|283256|6.79,INS1249,6.79,2018-02-19,1,283256,1
INS1250|43160,INS1250|285687-B|6.79,INS1250,6.79,2018-03-01,1,285687-B,1
INS1250|43163,INS1250|286266-B|6.79,INS1250,6.79,2018-03-04,1,286266-B,1
INS1250|43178,INS1250|289713|6.79,INS1250,6.79,2018-03-19,1,289713,1
INS1250|43115,INS1250|276456|7.99,INS1250,7.99,2018-01-15,1,276456,1
INS1253|43163,INS1253|286266-B|4,INS1253,4,2018-03-04,1,286266-B,1
INS1269|43115,INS1269|276456|5.99,INS1269,5.99,2018-01-15,1,276456,1
INS1289|43160,INS1289|285687-A|1,INS1289,1,2018-03-01,1,285687-A,1
INS1299|43163,INS1299|286266-B|2,INS1299,2,2018-03-04,1,286266-B,1
INS1299|43182,INS1299|290600-B|2,INS1299,2,2018-03-23,1,290600-B,1
INS1366|43255,INS1366|DS20180604|2,INS1366,2,2018-06-04,2,DS20180604,2
INS1366|43148,INS1366|282954|5.99,INS1366,5.99,2018-02-17,1,282954,1
INS1366|43150,INS1366|283256|5.99,INS1366,5.99,2018-02-19,1,283256,1
INS1366|43163,INS1366|286266-B|5.99,INS1366,5.99,2018-03-04,1,286266-B,1
INS1367|43146,INS1367|282444|6.79,INS1367,6.79,2018-02-15,5,282444,5
INS1380|43150,INS1380|283256|6.79,INS1380,6.79,2018-02-19,1,283256,1
INS1392|43146,INS1392|282441|4,INS1392,4,2018-02-15,2,282441,2
INS1393|43146,INS1393|282441|4,INS1393,4,2018-02-15,6,282441,6
INS1401|43146,INS1401|282442|5.99,INS1401,5.99,2018-02-15,2,282442,2
INS1402|43146,INS1402|282448|6.79,INS1402,6.79,2018-02-15,1,282448,1
INS1403|43115,INS1403|276456|5.99,INS1403,5.99,2018-01-15,1,276456,1
INS1411|43146,INS1411|282441|4,INS1411,4,2018-02-15,7,282441,7
INS1411|43115,INS1411|276456|5.99,INS1411,5.99,2018-01-15,5,276456,5
INS1449|43160,INS1449|285687-B|2,INS1449,2,2018-03-01,2,285687-B,2
INS1472|43163,INS1472|286266-B|4,INS1472,4,2018-03-04,1,286266-B,1
INS1472|43182,INS1472|290600-A|4,INS1472,4,2018-03-23,3,290600-A,3
INS1482|43115,INS1482|276456|5.99,INS1482,5.99,2018-01-15,2,276456,2
INS1489|43163,INS1489|286266-B|6.79,INS1489,6.79,2018-03-04,1,286266-B,1
INS1498|43160,INS1498|285687-B|2,INS1498,2,2018-03-01,1,285687-B,1
INS1498|43163,INS1498|286266-B|2,INS1498,2,2018-03-04,1,286266-B,1
INS1511|43160,INS1511|285687-B|2,INS1511,2,2018-03-01,1,285687-B,1
INS1540|43255,INS1540|DS20180604|2,INS1540,2,2018-06-04,1,DS20180604,1
INS1551|43451,INS1551|BW20181217|1,INS1551,1,2018-12-17,1,BW20181217,1
INS1552|43451,INS1552|BW20181217|1,INS1552,1,2018-12-17,1,BW20181217,1
INS1553|43451,INS1553|BW20181217|1,INS1553,1,2018-12-17,1,BW20181217,1
INS1555|43451,INS1555|BW20181217|1,INS1555,1,2018-12-17,1,BW20181217,1
INS1571|43255,INS1571|DS20180604|2,INS1571,2,2018-06-04,2,DS20180604,2
INS1578|43115,INS1578|276456|5.99,INS1578,5.99,2018-01-15,2,276456,2
INS1580|43160,INS1580|285687-B|2,INS1580,2,2018-03-01,1,285687-B,1
INS1580|43163,INS1580|286266-B|2,INS1580,2,2018-03-04,1,286266-B,1
INS1580|43182,INS1580|290600-A|2,INS1580,2,2018-03-23,1,290600-A,1
INS1583|43182,INS1583|290600-A|2,INS1583,2,2018-03-23,1,290600-A,1
INS1584|43160,INS1584|285687-C|2,INS1584,2,2018-03-01,1,285687-C,1
INS1584|43163,INS1584|286266-B|2,INS1584,2,2018-03-04,2,286266-B,2
INS1584|43182,INS1584|290600-A|2,INS1584,2,2018-03-23,1,290600-A,1
INS1584|43182,INS1584|290600-A|2,INS1584,2,2018-03-23,4,290600-A,4
INS1584|43190,INS1584|292582|2,INS1584,2,2018-03-31,1,292582,1
INS1585|43160,INS1585|285687-C|2,INS1585,2,2018-03-01,1,285687-C,1
INS1585|43163,INS1585|286266-B|2,INS1585,2,2018-03-04,2,2
